Pl 1 hand,Pl 2 hand,Round,Surface,Best of,Final TB?,Year,tournament_level,p1_previous_matches,p2_previous_matches,experience_diff,p1_previous_win_rate,p2_previous_win_rate,win_rate_diff,p1_surface_matches,p2_surface_matches,surface_experience_diff,p1_surface_win_rate,p2_surface_win_rate,surface_win_rate_diff,target
R,R,R32,Hard,5,A,2023,Grand Slam,21,34,-13,0.5714285714285714,0.5,0.0714285714285714,4,23,-19,0.25,0.5652173913043478,-0.3152173913043478,0
R,R,R32,Hard,5,A,2023,Grand Slam,28,125,-97,0.5,0.736,-0.236,7,93,-86,0.14285714285714285,0.7526881720430108,-0.609831029185868,0
R,R,R32,Hard,5,A,2023,Grand Slam,46,47,-1,0.5434782608695652,0.6595744680851063,-0.11609620721554115,33,22,11,0.5454545454545454,0.7272727272727273,-0.18181818181818188,0
R,R,R16,Hard,3,1,2023,Grand Slam,0,89,-89,0.5,0.8426966292134831,-0.3426966292134831,0,55,-55,0.5,0.8727272727272727,-0.3727272727272727,0
R,R,R16,Hard,5,A,2023,Grand Slam,2,19,-17,0.5,0.42105263157894735,0.07894736842105265,2,15,-13,0.5,0.4666666666666667,0.033333333333333326,0
R,L,R16,Hard,5,1,2023,Grand Slam,43,2,41,0.5116279069767442,1.0,-0.4883720930232558,31,1,30,0.5161290322580645,1.0,-0.4838709677419355,1
R,L,R16,Hard,5,A,2023,Grand Slam,32,6,26,0.5,0.3333333333333333,0.16666666666666669,22,5,17,0.5909090909090909,0.4,0.19090909090909092,0
R,R,R16,Hard,5,A,2023,Grand Slam,111,48,63,0.6936936936936937,0.6666666666666666,0.027027027027027084,65,23,42,0.7076923076923077,0.7391304347826086,-0.031438127090300916,0
R,R,R16,Hard,5,A,2023,Grand Slam,126,35,91,0.7380952380952381,0.5142857142857142,0.2238095238095239,94,24,70,0.7553191489361702,0.5833333333333334,0.17198581560283688,1
R,L,QF,Hard,5,1,2023,Grand Slam,20,7,13,0.45,0.42857142857142855,0.021428571428571463,16,6,10,0.5,0.5,0.0,0
R,R,QF,Hard,5,A,2023,Grand Slam,90,44,46,0.8444444444444444,0.5227272727272727,0.32171717171717173,56,32,24,0.875,0.53125,0.34375,1
R,R,QF,Hard,3,1,2023,Grand Slam,79,127,-48,0.6075949367088608,0.7401574803149606,-0.13256254360609987,58,95,-37,0.6206896551724138,0.7578947368421053,-0.13720508166969148,0
R,R,QF,Hard,5,1,2023,Grand Slam,93,49,44,0.7741935483870968,0.673469387755102,0.10072416063199474,47,24,23,0.7446808510638298,0.75,-0.005319148936170248,1
R,L,SF,Hard,5,A,2023,Grand Slam,91,8,83,0.8461538461538461,0.5,0.34615384615384615,57,7,50,0.8771929824561403,0.5714285714285714,0.3057644110275689,1
R,R,SF,Hard,5,1,2023,Grand Slam,94,128,-34,0.776595744680851,0.7421875,0.03440824468085102,48,96,-48,0.75,0.7604166666666666,-0.01041666666666663,0
R,R,F,Hard,5,A,2023,Grand Slam,92,129,-37,0.8478260869565217,0.7441860465116279,0.10364004044489383,58,97,-39,0.8793103448275862,0.7628865979381443,0.1164237468894419,1
R,R,RR,Hard,3,1,2023,Team Event,62,33,29,0.4838709677419355,0.48484848484848486,-0.0009775171065493637,37,23,14,0.4594594594594595,0.5652173913043478,-0.1057579318448883,1
R,R,RR,Hard,3,1,2023,Team Event,39,21,18,0.5897435897435898,0.42857142857142855,0.1611721611721612,24,17,7,0.4583333333333333,0.47058823529411764,-0.012254901960784326,1
R,R,RR,Hard,3,1,2023,Team Event,0,3,-3,0.5,0.6666666666666666,-0.16666666666666663,0,3,-3,0.5,0.6666666666666666,-0.16666666666666663,0
R,R,RR,Hard,3,1,2023,Team Event,2,10,-8,0.5,0.3,0.2,2,3,-1,0.5,0.0,0.5,1
R,R,RR,Hard,3,1,2023,Team Event,63,0,63,0.49206349206349204,0.5,-0.007936507936507964,38,0,38,0.47368421052631576,0.5,-0.026315789473684237,1
R,R,R32,Hard,3,1,2023,ATP 500,36,39,-3,0.5,0.5641025641025641,-0.0641025641025641,25,24,1,0.56,0.5416666666666666,0.018333333333333424,1
R,R,R32,Hard,3,1,2023,ATP 250,48,6,42,0.5833333333333334,0.3333333333333333,0.25000000000000006,22,1,21,0.5909090909090909,0.0,0.5909090909090909,1
R,R,R32,Hard,3,1,2023,ATP 500,80,16,64,0.625,0.375,0.25,43,8,35,0.5116279069767442,0.125,0.3866279069767442,1
R,R,R32,Hard,3,1,2023,ATP 500,130,34,96,0.7384615384615385,0.47058823529411764,0.26787330316742086,98,24,74,0.7551020408163265,0.5416666666666666,0.21343537414965985,1
R,R,R32,Hard,3,1,2023,ATP 500,41,28,13,0.4878048780487805,0.6785714285714286,-0.19076655052264813,28,15,13,0.5714285714285714,0.6,-0.02857142857142858,0
R,R,R32,Hard,3,1,2023,ATP 500,87,22,65,0.5747126436781609,0.5454545454545454,0.02925809822361547,48,5,43,0.5416666666666666,0.2,0.3416666666666666,0
R,R,R16,Hard,3,1,2023,ATP 250,49,12,37,0.5918367346938775,0.16666666666666666,0.4251700680272109,23,8,15,0.6086956521739131,0.125,0.4836956521739131,1
R,R,R16,Hard,3,1,2023,ATP 500,37,131,-94,0.5135135135135135,0.7404580152671756,-0.2269445017536621,26,99,-73,0.5769230769230769,0.7575757575757576,-0.1806526806526807,0
R,R,QF,Hard,3,1,2023,ATP 250,50,3,47,0.6,0.0,0.6,24,0,24,0.625,0.5,0.125,0
R,R,R16,Hard,3,1,2023,ATP 500,29,47,-18,0.6896551724137931,0.5319148936170213,0.15774027879677188,16,34,-18,0.625,0.5294117647058824,0.09558823529411764,0
L,R,QF,Hard,3,1,2023,ATP 500,4,132,-128,0.25,0.7424242424242424,-0.49242424242424243,3,100,-97,0.3333333333333333,0.76,-0.4266666666666667,0
R,R,QF,Hard,3,1,2023,ATP 500,81,95,-14,0.6296296296296297,0.7684210526315789,-0.13879142300194924,44,49,-5,0.5227272727272727,0.7346938775510204,-0.21196660482374774,0
R,R,SF,Hard,3,1,2023,ATP 500,133,50,83,0.7443609022556391,0.66,0.08436090225563908,101,25,76,0.7623762376237624,0.72,0.042376237623762414,1
R,R,R64,Hard,3,1,2023,Masters 1000,17,5,12,0.17647058823529413,0.2,-0.023529411764705882,10,3,7,0.2,0.3333333333333333,-0.1333333333333333,0
R,R,F,Hard,3,1,2023,ATP 500,112,134,-22,0.6875,0.746268656716418,-0.058768656716417955,66,102,-36,0.696969696969697,0.7647058823529411,-0.06773618538324411,1
R,L,R64,Hard,3,1,2023,Masters 1000,82,18,64,0.6219512195121951,0.3888888888888889,0.23306233062330622,45,15,30,0.5111111111111111,0.4,0.11111111111111105,1
R,R,R64,Hard,3,1,2023,Masters 1000,3,38,-35,0.6666666666666666,0.5,0.16666666666666663,2,27,-25,0.5,0.5555555555555556,-0.05555555555555558,1
R,R,R64,Hard,3,1,2023,Masters 1000,152,13,139,0.625,0.46153846153846156,0.16346153846153844,105,11,94,0.6476190476190476,0.45454545454545453,0.19307359307359312,1
R,R,R64,Hard,3,1,2023,Masters 1000,13,135,-122,0.38461538461538464,0.7407407407407407,-0.35612535612535606,6,103,-97,0.3333333333333333,0.7572815533980582,-0.42394822006472493,0
R,R,R64,Hard,3,1,2023,Masters 1000,4,35,-31,0.25,0.45714285714285713,-0.20714285714285713,1,25,-24,1.0,0.52,0.48,0
R,R,R64,Hard,3,1,2023,Masters 1000,5,80,-75,0.4,0.6,-0.19999999999999996,4,59,-55,0.5,0.6101694915254238,-0.11016949152542377,0
R,R,R64,Hard,3,1,2023,Masters 1000,4,32,-28,0.75,0.375,0.375,2,17,-15,1.0,0.35294117647058826,0.6470588235294117,1
R,R,R32,Hard,3,1,2023,Masters 1000,1,153,-152,0.0,0.6274509803921569,-0.6274509803921569,1,106,-105,0.0,0.6509433962264151,-0.6509433962264151,0
R,R,R32,Hard,3,1,2023,Masters 1000,29,113,-84,0.4827586206896552,0.6902654867256637,-0.20750686603600849,8,67,-59,0.125,0.7014925373134329,-0.5764925373134329,0
R,R,R32,Hard,3,1,2023,Masters 1000,136,17,119,0.7426470588235294,0.47058823529411764,0.2720588235294118,104,14,90,0.7596153846153846,0.5,0.2596153846153846,0
R,R,R32,Hard,3,1,2023,Masters 1000,7,83,-76,0.0,0.6265060240963856,-0.6265060240963856,4,46,-42,0.0,0.5217391304347826,-0.5217391304347826,0
R,R,R32,Hard,3,1,2023,Masters 1000,4,11,-7,0.75,0.2727272727272727,0.4772727272727273,3,4,-1,0.6666666666666666,0.0,0.6666666666666666,1
R,R,R16,Hard,3,1,2023,Masters 1000,84,5,79,0.6309523809523809,0.8,-0.1690476190476191,47,4,43,0.5319148936170213,0.75,-0.21808510638297873,0
R,L,R32,Hard,3,1,2023,Masters 1000,81,30,51,0.6049382716049383,0.4666666666666667,0.13827160493827162,60,21,39,0.6166666666666667,0.38095238095238093,0.23571428571428577,1
R,R,R32,Hard,3,1,2023,Masters 1000,48,27,21,0.5416666666666666,0.5555555555555556,-0.01388888888888895,35,22,13,0.5428571428571428,0.5909090909090909,-0.04805194805194812,1
R,R,R32,Hard,3,1,2023,Masters 1000,15,23,-8,0.26666666666666666,0.5652173913043478,-0.2985507246376811,10,6,4,0.4,0.3333333333333333,0.06666666666666671,0
R,R,R16,Hard,3,1,2023,Masters 1000,154,6,148,0.6298701298701299,0.3333333333333333,0.2965367965367966,107,4,103,0.6542056074766355,0.5,0.15420560747663548,1
L,R,R16,Hard,3,1,2023,Masters 1000,5,6,-1,0.2,0.5,-0.3,4,4,0,0.25,0.5,-0.25,1
R,R,R16,Hard,3,1,2023,Masters 1000,96,49,47,0.7708333333333334,0.5510204081632653,0.21981292517006812,50,36,14,0.74,0.5555555555555556,0.1844444444444444,0
R,R,R16,Hard,3,1,2023,Masters 1000,36,82,-46,0.4722222222222222,0.6097560975609756,-0.1375338753387534,26,61,-35,0.5384615384615384,0.6229508196721312,-0.08448928121059274,0
R,R,QF,Hard,3,1,2023,Masters 1000,155,6,149,0.632258064516129,0.8333333333333334,-0.2010752688172044,108,5,103,0.6574074074074074,0.8,-0.1425925925925926,1
R,R,QF,Hard,3,1,2023,Masters 1000,50,24,26,0.56,0.5833333333333334,-0.023333333333333317,37,7,30,0.5675675675675675,0.42857142857142855,0.138996138996139,1
L,R,QF,Hard,3,1,2023,Masters 1000,6,83,-77,0.3333333333333333,0.6144578313253012,-0.28112449799196787,5,62,-57,0.4,0.6290322580645161,-0.2290322580645161,0
R,R,SF,Hard,3,1,2023,Masters 1000,156,18,138,0.6346153846153846,0.5,0.13461538461538458,109,15,94,0.6605504587155964,0.5333333333333333,0.12721712538226304,1
R,R,F,Hard,3,1,2023,Masters 1000,157,84,73,0.6369426751592356,0.6190476190476191,0.01789505611161657,110,63,47,0.6636363636363637,0.6349206349206349,0.028715728715728805,1
R,R,R16,Hard,3,1,2023,ATP 250,6,39,-33,0.3333333333333333,0.358974358974359,-0.02564102564102566,3,22,-19,0.3333333333333333,0.22727272727272727,0.10606060606060605,0
R,R,R32,Hard,3,1,2023,ATP 500,158,7,151,0.6392405063291139,0.2857142857142857,0.3535262206148282,111,5,106,0.6666666666666666,0.4,0.2666666666666666,0
R,R,F,Hard,3,1,2023,ATP 250,5,40,-35,0.8,0.375,0.42500000000000004,3,23,-20,1.0,0.2608695652173913,0.7391304347826086,0
R,R,R32,Hard,3,1,2023,ATP 500,159,12,147,0.6352201257861635,0.25,0.3852201257861635,112,5,107,0.6607142857142857,0.0,0.6607142857142857,1
R,R,R32,Hard,3,1,2023,ATP 500,88,51,37,0.5681818181818182,0.5882352941176471,-0.020053475935828846,49,25,24,0.5306122448979592,0.6,-0.06938775510204076,1
R,L,R32,Hard,3,1,2023,ATP 500,114,9,105,0.6929824561403509,0.4444444444444444,0.2485380116959065,68,8,60,0.7058823529411765,0.5,0.20588235294117652,1
R,R,R16,Hard,3,1,2023,ATP 500,160,17,143,0.6375,0.35294117647058826,0.2845588235294117,113,9,104,0.6637168141592921,0.1111111111111111,0.552605703048181,1
R,R,R16,Hard,3,1,2023,ATP 500,28,23,5,0.5357142857142857,0.391304347826087,0.14440993788819873,23,12,11,0.5652173913043478,0.4166666666666667,0.1485507246376811,1
R,R,R32,Hard,3,1,2023,ATP 500,6,137,-131,0.6666666666666666,0.7372262773722628,-0.07055961070559613,4,105,-101,0.75,0.7523809523809524,-0.0023809523809523725,0
L,R,R16,Hard,3,1,2023,ATP 500,7,25,-18,0.2857142857142857,0.56,-0.27428571428571435,6,8,-2,0.3333333333333333,0.375,-0.041666666666666685,1
R,R,R16,Hard,3,1,2023,ATP 500,138,51,87,0.7391304347826086,0.5686274509803921,0.1705029838022165,106,38,68,0.7547169811320755,0.5789473684210527,0.17576961271102287,1
R,R,QF,Hard,3,1,2023,ATP 500,161,40,121,0.639751552795031,0.6,0.039751552795031064,114,25,89,0.6666666666666666,0.48,0.18666666666666665,1
R,R,QF,Hard,3,1,2023,ATP 500,85,51,34,0.611764705882353,0.6470588235294118,-0.03529411764705881,64,26,38,0.625,0.6923076923076923,-0.06730769230769229,1
R,R,QF,Hard,3,1,2023,ATP 500,139,29,110,0.7410071942446043,0.5517241379310345,0.1892830563135698,107,24,83,0.7570093457943925,0.5833333333333334,0.17367601246105913,1
L,R,SF,Hard,3,1,2023,ATP 500,8,162,-154,0.375,0.6419753086419753,-0.2669753086419753,7,115,-108,0.42857142857142855,0.6695652173913044,-0.24099378881987582,0
R,R,SF,Hard,3,1,2023,ATP 500,89,140,-51,0.5730337078651685,0.7428571428571429,-0.1698234349919744,50,108,-58,0.54,0.7592592592592593,-0.21925925925925926,0
R,R,F,Hard,3,1,2023,ATP 500,42,163,-121,0.47619047619047616,0.6441717791411042,-0.16798130295062808,29,116,-87,0.5517241379310345,0.6724137931034483,-0.12068965517241381,1
R,R,F,Hard,3,1,2023,ATP 500,141,115,26,0.7446808510638298,0.6956521739130435,0.04902867715078629,109,69,40,0.7614678899082569,0.7101449275362319,0.05132296237202494,0
R,R,R64,Hard,3,1,2023,Masters 1000,40,39,1,0.55,0.48717948717948717,0.06282051282051287,25,28,-3,0.52,0.5357142857142857,-0.01571428571428568,0
R,R,R64,Hard,3,1,2023,Masters 1000,45,30,15,0.5111111111111111,0.4666666666666667,0.0444444444444444,33,9,24,0.5151515151515151,0.1111111111111111,0.40404040404040403,1
R,R,R64,Hard,3,1,2023,Masters 1000,22,52,-30,0.4090909090909091,0.5769230769230769,-0.16783216783216776,14,26,-12,0.35714285714285715,0.5769230769230769,-0.21978021978021972,0
R,R,R64,Hard,3,1,2023,Masters 1000,18,37,-19,0.16666666666666666,0.4594594594594595,-0.2927927927927928,11,27,-16,0.18181818181818182,0.5185185185185185,-0.33670033670033667,0
R,R,R64,Hard,3,1,2023,Masters 1000,41,22,19,0.3902439024390244,0.4090909090909091,-0.018847006651884712,24,18,6,0.2916666666666667,0.4444444444444444,-0.15277777777777773,1
R,L,R64,Hard,3,1,2023,Masters 1000,64,31,33,0.5,0.45161290322580644,0.04838709677419356,39,22,17,0.48717948717948717,0.36363636363636365,0.12354312354312352,1
R,R,R64,Hard,3,1,2023,Masters 1000,37,52,-15,0.4864864864864865,0.5576923076923077,-0.0712058212058212,16,39,-23,0.375,0.5641025641025641,-0.1891025641025641,0
L,R,R64,Hard,3,1,2023,Masters 1000,10,33,-23,0.4,0.36363636363636365,0.036363636363636376,9,18,-9,0.4444444444444444,0.3333333333333333,0.1111111111111111,0
L,R,R64,Hard,3,1,2023,Masters 1000,9,13,-4,0.3333333333333333,0.15384615384615385,0.17948717948717946,8,9,-1,0.375,0.1111111111111111,0.2638888888888889,1
R,R,R64,Hard,3,1,2023,Masters 1000,164,19,145,0.6402439024390244,0.47368421052631576,0.16655969191270864,117,16,101,0.6666666666666666,0.5,0.16666666666666663,1
R,R,R32,Hard,3,1,2023,Masters 1000,42,26,16,0.40476190476190477,0.5384615384615384,-0.13369963369963367,25,9,16,0.32,0.3333333333333333,-0.013333333333333308,1
R,L,R32,Hard,3,1,2023,Masters 1000,86,19,67,0.6162790697674418,0.3684210526315789,0.24785801713586292,65,16,49,0.6307692307692307,0.375,0.25576923076923075,1
R,R,R64,Hard,3,1,2023,Masters 1000,7,5,2,0.5714285714285714,0.4,0.17142857142857137,5,1,4,0.6,0.0,0.6,0
R,R,R32,Hard,3,1,2023,Masters 1000,53,30,23,0.5849056603773585,0.6666666666666666,-0.08176100628930816,27,17,10,0.5925925925925926,0.5882352941176471,0.004357298474945481,0
R,R,R32,Hard,3,1,2023,Masters 1000,53,142,-89,0.5660377358490566,0.7394366197183099,-0.17339888386925328,40,110,-70,0.575,0.7545454545454545,-0.17954545454545456,1
R,R,R32,Hard,3,1,2023,Masters 1000,165,31,134,0.6424242424242425,0.41935483870967744,0.22306940371456502,118,22,96,0.6694915254237288,0.45454545454545453,0.21494607087827428,1
R,R,R32,Hard,3,1,2023,Masters 1000,93,7,86,0.8494623655913979,0.5714285714285714,0.2780337941628265,59,3,56,0.8813559322033898,0.3333333333333333,0.5480225988700564,1
R,R,R32,Hard,3,1,2023,Masters 1000,90,43,47,0.5666666666666667,0.4883720930232558,0.07829457364341086,51,30,21,0.5294117647058824,0.5666666666666667,-0.03725490196078429,1
L,R,R32,Hard,3,1,2023,Masters 1000,10,52,-42,0.4,0.6346153846153846,-0.23461538461538456,9,27,-18,0.4444444444444444,0.6666666666666666,-0.2222222222222222,0
R,R,R32,Hard,3,1,2023,Masters 1000,85,20,65,0.6235294117647059,0.45,0.17352941176470588,48,8,40,0.5208333333333334,0.25,0.27083333333333337,0
R,R,R32,Hard,3,1,2023,Masters 1000,11,116,-105,0.18181818181818182,0.6982758620689655,-0.5164576802507836,9,70,-61,0.2222222222222222,0.7142857142857143,-0.4920634920634921,0
R,R,R16,Hard,3,1,2023,Masters 1000,94,41,53,0.851063829787234,0.5853658536585366,0.2656979761286975,60,26,34,0.8833333333333333,0.46153846153846156,0.42179487179487174,1
R,R,R16,Hard,3,1,2023,Masters 1000,21,166,-145,0.47619047619047616,0.6445783132530121,-0.1683878370625359,9,119,-110,0.3333333333333333,0.6722689075630253,-0.33893557422969195,0
R,R,R16,Hard,3,1,2023,Masters 1000,43,54,-11,0.4186046511627907,0.5740740740740741,-0.15546942291128335,26,41,-15,0.34615384615384615,0.5853658536585366,-0.2392120075046904,0
R,R,R16,Hard,3,1,2023,Masters 1000,87,65,22,0.6206896551724138,0.5076923076923077,0.11299734748010615,66,40,26,0.6363636363636364,0.5,0.13636363636363635,1
R,R,QF,Hard,3,1,2023,Masters 1000,55,167,-112,0.5818181818181818,0.6467065868263473,-0.0648884050081655,42,120,-78,0.5952380952380952,0.675,-0.07976190476190481,1
R,R,SF,Hard,3,1,2023,Masters 1000,88,95,-7,0.625,0.8526315789473684,-0.2276315789473684,67,61,6,0.6417910447761194,0.8852459016393442,-0.24345485686322488,0
R,R,SF,Hard,3,1,2023,Masters 1000,56,91,-35,0.5892857142857143,0.5714285714285714,0.017857142857142905,43,52,-9,0.6046511627906976,0.5384615384615384,0.0661896243291592,1
L,L,F,Hard,3,1,2023,Challenger,0,1,-1,0.5,1.0,-0.5,0,0,0,0.5,0.5,0.0,1
R,R,F,Hard,3,1,2023,Masters 1000,57,96,-39,0.5964912280701754,0.8541666666666666,-0.2576754385964912,44,62,-18,0.6136363636363636,0.8870967741935484,-0.27346041055718473,0
R,R,RR,Hard,3,1,2023,ATP Finals,92,117,-25,0.5652173913043478,0.7008547008547008,-0.13563730955035302,53,71,-18,0.5283018867924528,0.7183098591549296,-0.1900079723624768,0
R,R,RR,Hard,3,1,2023,ATP Finals,97,31,66,0.8556701030927835,0.6774193548387096,0.17825074825407383,63,18,45,0.8888888888888888,0.6111111111111112,0.2777777777777777,1
R,R,RR,Hard,3,1,2023,ATP Finals,89,143,-54,0.6179775280898876,0.7342657342657343,-0.11628820617584668,68,111,-43,0.6323529411764706,0.7477477477477478,-0.11539480657127721,0
R,R,RR,Hard,3,1,2023,ATP Finals,97,53,44,0.7628865979381443,0.6415094339622641,0.12137716397588016,51,28,23,0.7254901960784313,0.6785714285714286,0.046918767507002745,0
R,R,RR,Hard,3,1,2023,ATP Finals,98,118,-20,0.8571428571428571,0.7033898305084746,0.1537530266343825,64,72,-8,0.890625,0.7222222222222222,0.1684027777777778,0
R,R,RR,Hard,3,1,2023,ATP Finals,54,144,-90,0.6481481481481481,0.7361111111111112,-0.08796296296296302,29,112,-83,0.6896551724137931,0.75,-0.06034482758620685,0
R,R,RR,Hard,3,1,2023,ATP Finals,90,98,-8,0.6111111111111112,0.7551020408163265,-0.14399092970521532,69,52,17,0.6231884057971014,0.7115384615384616,-0.08835005574136012,0
R,R,RR,Hard,3,1,2023,ATP Finals,168,99,69,0.6428571428571429,0.8484848484848485,-0.2056277056277056,121,65,56,0.6694214876033058,0.8769230769230769,-0.20750158931977114,0
R,R,RR,Hard,3,1,2023,ATP Finals,91,55,36,0.6043956043956044,0.6363636363636364,-0.031968031968031996,70,30,40,0.6142857142857143,0.6666666666666666,-0.052380952380952306,0
R,R,SF,Hard,3,1,2023,ATP Finals,119,145,-26,0.7058823529411765,0.7379310344827587,-0.032048681541582136,73,113,-40,0.726027397260274,0.7522123893805309,-0.026184992120256934,1
R,R,SF,Hard,3,1,2023,ATP Finals,100,99,1,0.85,0.7575757575757576,0.09242424242424241,66,53,13,0.8787878787878788,0.7169811320754716,0.16180674671240713,1
R,R,F,Hard,3,1,2023,ATP Finals,101,120,-19,0.8514851485148515,0.7083333333333334,0.1431518151815181,67,74,-7,0.8805970149253731,0.7297297297297297,0.1508672851956434,1
R,R,QF,Hard,3,1,2023,Team Event,6,0,6,0.5,0.5,0.0,3,0,3,0.3333333333333333,0.5,-0.16666666666666669,1
R,R,QF,Hard,3,A,2023,Team Event,42,121,-79,0.5714285714285714,0.7024793388429752,-0.1310507674144038,27,75,-48,0.4444444444444444,0.72,-0.27555555555555555,0
R,R,QF,Hard,3,1,2023,Team Event,3,66,-63,0.0,0.5,-0.5,2,41,-39,0.0,0.4878048780487805,-0.4878048780487805,0
R,R,RR,Hard,3,1,2023,Team Event,40,122,-82,0.5,0.7049180327868853,-0.20491803278688525,29,76,-47,0.5517241379310345,0.7236842105263158,-0.17196007259528134,0
R,R,RR,Hard,3,1,2023,Team Event,4,9,-5,0.0,0.4444444444444444,-0.4444444444444444,3,8,-5,0.0,0.375,-0.375,1
R,R,SF,Hard,3,1,2023,Team Event,102,123,-21,0.8529411764705882,0.7073170731707317,0.14562410329985653,68,77,-9,0.8823529411764706,0.7272727272727273,0.15508021390374327,0
R,L,F,Hard,3,1,2023,College / National,4,12,-8,0.25,0.5,-0.25,0,8,-8,0.5,0.5,0.0,1
R,L,RR,Hard,3,1,2023,Team Event,41,26,15,0.4878048780487805,0.4230769230769231,0.0647279549718574,30,14,16,0.5333333333333333,0.6428571428571429,-0.10952380952380958,0
R,R,RR,Hard,3,1,2023,Team Event,86,43,43,0.6162790697674418,0.5581395348837209,0.05813953488372092,49,28,21,0.5102040816326531,0.42857142857142855,0.08163265306122452,1
R,R,RR,Hard,3,1,2023,Team Event,169,3,166,0.6390532544378699,0.3333333333333333,0.30571992110453655,122,0,122,0.6639344262295082,0.5,0.16393442622950816,1
R,R,RR,Hard,3,1,2023,Team Event,8,24,-16,0.375,0.375,0.0,6,13,-7,0.5,0.38461538461538464,0.11538461538461536,1
R,R,RR,Hard,3,1,2023,Team Event,103,9,94,0.8446601941747572,0.4444444444444444,0.4002157497303128,69,7,62,0.8695652173913043,0.5714285714285714,0.2981366459627329,1
R,R,RR,Hard,3,1,2024,Team Event,46,42,4,0.5217391304347826,0.47619047619047616,0.04554865424430643,34,31,3,0.5294117647058824,0.5161290322580645,0.013282732447817858,0
R,R,RR,Hard,3,1,2024,Team Event,170,34,136,0.6411764705882353,0.38235294117647056,0.2588235294117648,123,19,104,0.6666666666666666,0.3684210526315789,0.2982456140350877,0
R,R,RR,Hard,3,1,2024,Team Event,104,25,79,0.8461538461538461,0.36,0.48615384615384616,70,14,56,0.8714285714285714,0.35714285714285715,0.5142857142857142,1
L,R,R32,Hard,3,1,2024,ATP 250,33,54,-21,0.696969696969697,0.5740740740740741,0.12289562289562295,20,28,-8,0.65,0.5714285714285714,0.07857142857142863,1
R,R,R32,Hard,3,1,2024,ATP 250,3,14,-11,0.3333333333333333,0.42857142857142855,-0.09523809523809523,3,12,-9,0.3333333333333333,0.4166666666666667,-0.08333333333333337,1
R,R,R32,Hard,3,1,2024,ATP 250,0,38,-38,0.5,0.47368421052631576,0.026315789473684237,0,17,-17,0.5,0.35294117647058826,0.14705882352941174,0
R,R,R16,Hard,3,1,2024,ATP 250,6,32,-26,0.16666666666666666,0.65625,-0.48958333333333337,1,19,-18,0.0,0.5789473684210527,-0.5789473684210527,0
R,R,R16,Hard,3,1,2024,ATP 250,30,30,0,0.43333333333333335,0.5333333333333333,-0.09999999999999998,18,25,-7,0.5,0.56,-0.06000000000000005,1
R,R,QF,Hard,3,1,2024,Team Event,105,43,62,0.8476190476190476,0.4883720930232558,0.3592469545957918,71,32,39,0.8732394366197183,0.53125,0.34198943661971826,0
R,L,QF,Hard,3,1,2024,Team Event,87,32,55,0.6206896551724138,0.4375,0.1831896551724138,50,23,27,0.52,0.34782608695652173,0.1721739130434783,1
R,R,QF,Hard,3,1,2024,Team Event,171,10,161,0.6374269005847953,0.4,0.23742690058479532,124,8,116,0.6612903225806451,0.5,0.16129032258064513,1
L,R,R16,Hard,3,1,2024,ATP 250,34,2,32,0.7058823529411765,0.5,0.20588235294117652,21,1,20,0.6666666666666666,0.0,0.6666666666666666,1
R,R,R16,Hard,3,1,2024,ATP 250,58,6,52,0.5862068965517241,0.5,0.08620689655172409,45,2,43,0.6,0.5,0.09999999999999998,1
R,R,R16,Hard,3,1,2024,ATP 250,3,4,-1,0.3333333333333333,0.5,-0.16666666666666669,3,4,-1,0.3333333333333333,0.5,-0.16666666666666669,0
R,R,QF,Hard,3,1,2024,ATP 250,59,5,54,0.5932203389830508,0.6,-0.006779661016949157,46,5,41,0.6086956521739131,0.6,0.008695652173913104,1
R,R,QF,Hard,3,1,2024,ATP 250,8,92,-84,0.5,0.5978260869565217,-0.09782608695652173,6,71,-65,0.5,0.6056338028169014,-0.10563380281690138,0
R,R,QF,Hard,3,1,2024,ATP 250,31,3,28,0.45161290322580644,0.0,0.45161290322580644,19,2,17,0.5263157894736842,0.0,0.5263157894736842,1
R,L,QF,Hard,3,1,2024,ATP 250,23,0,23,0.391304347826087,0.5,-0.10869565217391303,19,0,19,0.42105263157894735,0.5,-0.07894736842105265,0
L,R,QF,Hard,3,1,2024,ATP 250,35,9,26,0.7142857142857143,0.4444444444444444,0.2698412698412699,22,6,16,0.6818181818181818,0.5,0.18181818181818177,0
R,R,SF,Hard,3,1,2024,ATP 250,60,10,50,0.6,0.5,0.09999999999999998,47,7,40,0.6170212765957447,0.5714285714285714,0.045592705167173286,1
R,L,SF,Hard,3,1,2024,Team Event,172,33,139,0.6395348837209303,0.42424242424242425,0.215292459478506,125,24,101,0.664,0.3333333333333333,0.3306666666666667,1
R,R,F,Hard,3,1,2024,Team Event,173,56,117,0.6416184971098265,0.6428571428571429,-0.0012386457473163581,126,31,95,0.6666666666666666,0.6774193548387096,-0.010752688172043001,0
R,R,R32,Hard,3,1,2024,ATP 250,0,3,-3,0.5,0.0,0.5,0,0,0,0.5,0.5,0.0,0
R,R,R32,Hard,3,1,2024,ATP 250,9,19,-10,0.4444444444444444,0.15789473684210525,0.28654970760233917,7,12,-5,0.42857142857142855,0.16666666666666666,0.26190476190476186,1
R,L,Q1,Hard,3,A,2024,Grand Slam,9,0,9,0.4444444444444444,0.5,-0.05555555555555558,7,0,7,0.42857142857142855,0.5,-0.07142857142857145,1
