Pl 1 hand,Pl 2 hand,Round,Surface,Best of,Final TB?,Year,tournament_level,p1_previous_matches,p2_previous_matches,experience_diff,p1_previous_win_rate,p2_previous_win_rate,win_rate_diff,p1_surface_matches,p2_surface_matches,surface_experience_diff,p1_surface_win_rate,p2_surface_win_rate,surface_win_rate_diff,target
R,R,R16,Hard,3,1,2022,ATP 500,12,10,2,0.3333333333333333,0.3,0.033333333333333326,8,6,2,0.5,0.3333333333333333,0.16666666666666669,0
R,R,QF,Hard,3,1,2022,ATP 500,65,61,4,0.6615384615384615,0.6885245901639344,-0.026986128625472894,39,51,-12,0.6666666666666666,0.7058823529411765,-0.03921568627450989,0
R,R,QF,Hard,3,1,2022,ATP 500,22,26,-4,0.3181818181818182,0.4230769230769231,-0.1048951048951049,15,13,2,0.3333333333333333,0.5384615384615384,-0.20512820512820512,0
R,R,QF,Hard,3,1,2022,ATP 500,11,18,-7,0.36363636363636365,0.3333333333333333,0.03030303030303033,7,14,-7,0.42857142857142855,0.42857142857142855,0.0,0
R,L,QF,Hard,3,1,2022,ATP 500,16,22,-6,0.5,0.5,0.0,10,18,-8,0.5,0.5555555555555556,-0.05555555555555558,0
R,R,QF,Hard,3,1,2022,ATP 500,98,4,94,0.6326530612244898,0.5,0.13265306122448983,70,3,67,0.6571428571428571,0.6666666666666666,-0.00952380952380949,0
R,R,SF,Hard,3,1,2022,ATP 500,30,62,-32,0.5333333333333333,0.6935483870967742,-0.16021505376344092,21,52,-31,0.5238095238095238,0.7115384615384616,-0.18772893772893773,0
R,R,SF,Hard,3,1,2022,ATP 500,27,49,-22,0.4444444444444444,0.7142857142857143,-0.2698412698412699,14,28,-14,0.5714285714285714,0.75,-0.1785714285714286,1
L,R,SF,Hard,3,1,2022,ATP 500,23,5,18,0.5217391304347826,0.6,-0.07826086956521738,19,4,15,0.5789473684210527,0.75,-0.17105263157894735,1
R,R,R64,Hard,3,1,2022,Masters 1000,28,10,18,0.6071428571428571,0.5,0.1071428571428571,16,5,11,0.5625,0.6,-0.03749999999999998,0
R,R,R64,Hard,3,1,2022,Masters 1000,8,12,-4,0.375,0.4166666666666667,-0.041666666666666685,5,10,-5,0.6,0.5,0.09999999999999998,0
R,R,R64,Hard,3,1,2022,Masters 1000,23,21,2,0.6086956521739131,0.6190476190476191,-0.010351966873705987,15,9,6,0.6666666666666666,0.4444444444444444,0.2222222222222222,0
R,R,R64,Hard,3,1,2022,Masters 1000,23,16,7,0.5217391304347826,0.25,0.2717391304347826,14,10,4,0.42857142857142855,0.4,0.028571428571428525,1
R,R,R64,Hard,3,1,2022,Masters 1000,20,12,8,0.5,0.5,0.0,4,11,-7,0.0,0.5454545454545454,-0.5454545454545454,0
R,R,R64,Hard,3,1,2022,Masters 1000,8,18,-10,0.375,0.3888888888888889,-0.013888888888888895,6,9,-3,0.3333333333333333,0.4444444444444444,-0.1111111111111111,0
L,R,R64,Hard,3,1,2022,Masters 1000,11,23,-12,0.36363636363636365,0.34782608695652173,0.015810276679841917,11,17,-6,0.36363636363636365,0.4117647058823529,-0.048128342245989275,1
R,R,R32,Hard,3,1,2022,Masters 1000,51,22,29,0.6274509803921569,0.5454545454545454,0.08199643493761144,39,14,25,0.6666666666666666,0.5714285714285714,0.09523809523809523,1
R,R,R32,Hard,3,1,2022,Masters 1000,50,10,40,0.64,0.2,0.44,26,7,19,0.5384615384615384,0.2857142857142857,0.25274725274725274,1
R,R,R32,Hard,3,1,2022,Masters 1000,49,24,25,0.8163265306122449,0.5416666666666666,0.2746598639455783,28,15,13,0.8214285714285714,0.4666666666666667,0.3547619047619047,1
R,L,R64,Hard,3,1,2022,Masters 1000,99,15,84,0.6262626262626263,0.3333333333333333,0.292929292929293,71,13,58,0.647887323943662,0.3076923076923077,0.3401950162513543,1
L,R,R32,Hard,3,1,2022,Masters 1000,12,50,-38,0.4166666666666667,0.7,-0.28333333333333327,12,29,-17,0.4166666666666667,0.7241379310344828,-0.3074712643678161,0
R,R,R32,Hard,3,1,2022,Masters 1000,23,11,12,0.6086956521739131,0.5454545454545454,0.06324110671936767,18,6,12,0.5555555555555556,0.6666666666666666,-0.11111111111111105,0
R,R,R32,Hard,3,1,2022,Masters 1000,19,63,-44,0.42105263157894735,0.6984126984126984,-0.27736006683375103,10,53,-43,0.5,0.7169811320754716,-0.21698113207547165,1
R,R,R32,Hard,3,1,2022,Masters 1000,100,5,95,0.63,1.0,-0.37,72,3,69,0.6527777777777778,1.0,-0.3472222222222222,0
L,R,R32,Hard,3,1,2022,Masters 1000,27,15,12,0.7777777777777778,0.5333333333333333,0.24444444444444446,14,9,5,0.7857142857142857,0.6666666666666666,0.11904761904761907,0
R,R,R16,Hard,3,1,2022,Masters 1000,52,6,46,0.6346153846153846,1.0,-0.3653846153846154,40,4,36,0.675,1.0,-0.32499999999999996,0
R,R,R16,Hard,3,1,2022,Masters 1000,51,22,29,0.6470588235294118,0.6363636363636364,0.010695187165775444,27,10,17,0.5555555555555556,0.5,0.05555555555555558,0
R,R,R16,Hard,3,1,2022,Masters 1000,28,12,16,0.4642857142857143,0.5833333333333334,-0.11904761904761907,15,7,8,0.6,0.7142857142857143,-0.11428571428571432,1
R,R,R16,Hard,3,1,2022,Masters 1000,31,51,-20,0.5161290322580645,0.7058823529411765,-0.18975332068311201,22,30,-8,0.5,0.7333333333333333,-0.23333333333333328,0
R,R,R16,Hard,3,1,2022,Masters 1000,50,13,37,0.82,0.5384615384615384,0.2815384615384615,29,12,17,0.8275862068965517,0.5833333333333334,0.24425287356321834,1
R,R,R16,Hard,3,1,2022,Masters 1000,15,16,-1,0.4666666666666667,0.5625,-0.09583333333333333,12,10,2,0.5833333333333334,0.7,-0.11666666666666659,0
R,L,R16,Hard,3,1,2022,Masters 1000,55,3,52,0.6181818181818182,0.3333333333333333,0.28484848484848485,27,3,24,0.5555555555555556,0.3333333333333333,0.22222222222222227,1
R,R,QF,Hard,3,1,2022,Masters 1000,56,17,39,0.625,0.5882352941176471,0.03676470588235292,28,11,17,0.5714285714285714,0.7272727272727273,-0.1558441558441559,1
R,R,QF,Hard,3,1,2022,Masters 1000,29,13,16,0.4827586206896552,0.46153846153846156,0.02122015915119363,16,11,5,0.625,0.5454545454545454,0.07954545454545459,1
R,R,QF,Hard,3,1,2022,Masters 1000,51,23,28,0.8235294117647058,0.6521739130434783,0.17135549872122757,30,11,19,0.8333333333333334,0.5454545454545454,0.28787878787878796,1
R,R,SF,Hard,3,1,2022,Masters 1000,52,57,-5,0.8269230769230769,0.631578947368421,0.19534412955465585,31,29,2,0.8387096774193549,0.5862068965517241,0.2525027808676308,1
R,R,F,Hard,3,1,2022,Challenger,5,0,5,0.2,0.5,-0.3,5,0,5,0.2,0.5,-0.3,0
R,R,F,Hard,3,1,2022,Masters 1000,53,7,46,0.8301886792452831,1.0,-0.16981132075471694,32,5,27,0.84375,1.0,-0.15625,0
R,R,R16,Hard,3,1,2022,Challenger,0,1,-1,0.5,1.0,-0.5,0,1,-1,0.5,1.0,-0.5,0
R,R,RR,Hard,3,1,2022,ATP Finals,52,30,22,0.6346153846153846,0.5,0.13461538461538458,28,17,11,0.5357142857142857,0.6470588235294118,-0.1113445378151261,1
L,R,RR,Hard,3,1,2022,ATP Finals,28,24,4,0.75,0.5833333333333334,0.16666666666666663,15,19,-4,0.7333333333333333,0.5263157894736842,0.2070175438596491,0
R,R,RR,Hard,3,1,2022,ATP Finals,53,64,-11,0.6226415094339622,0.6875,-0.06485849056603776,41,54,-13,0.6585365853658537,0.7037037037037037,-0.04516711833785003,1
R,R,RR,Hard,3,1,2022,ATP Finals,58,54,4,0.6206896551724138,0.8148148148148148,-0.19412515964240096,30,33,-3,0.5666666666666667,0.8181818181818182,-0.2515151515151516,0
R,R,RR,Hard,3,1,2022,ATP Finals,53,25,28,0.6415094339622641,0.6,0.04150943396226414,29,20,9,0.5517241379310345,0.55,0.0017241379310344307,1
R,L,RR,Hard,3,1,2022,ATP Finals,31,29,2,0.4838709677419355,0.7241379310344828,-0.24026696329254726,18,16,2,0.6111111111111112,0.6875,-0.07638888888888884,1
R,R,RR,Hard,3,1,2022,ATP Finals,59,65,-6,0.6101694915254238,0.676923076923077,-0.06675358539765319,31,55,-24,0.5483870967741935,0.6909090909090909,-0.1425219941348974,1
R,R,RR,Hard,3,1,2022,ATP Finals,55,54,1,0.8181818181818182,0.6296296296296297,0.18855218855218858,34,42,-8,0.8235294117647058,0.6666666666666666,0.1568627450980392,1
L,R,RR,Hard,3,1,2022,ATP Finals,30,54,-24,0.7,0.6481481481481481,0.051851851851851816,17,30,-13,0.6470588235294118,0.5666666666666667,0.08039215686274515,1
R,R,RR,Hard,3,1,2022,ATP Finals,26,32,-6,0.5769230769230769,0.5,0.07692307692307687,21,19,2,0.5238095238095238,0.631578947368421,-0.10776942355889718,1
R,R,R16,Hard,3,1,2022,Challenger,2,1,1,1.0,0.0,1.0,2,1,1,1.0,0.0,1.0,0
R,R,RR,Hard,3,1,2022,ATP Finals,56,66,-10,0.8214285714285714,0.6666666666666666,0.15476190476190477,35,56,-21,0.8285714285714286,0.6785714285714286,0.15000000000000002,1
R,R,RR,Hard,3,1,2022,ATP Finals,60,55,5,0.6166666666666667,0.6181818181818182,-0.0015151515151514694,32,43,-11,0.5625,0.6511627906976745,-0.08866279069767447,0
R,R,SF,Hard,3,1,2022,ATP Finals,56,55,1,0.625,0.6363636363636364,-0.011363636363636354,44,31,13,0.6590909090909091,0.5483870967741935,0.11070381231671556,0
R,R,SF,Hard,3,1,2022,ATP Finals,27,57,-30,0.5925925925925926,0.8245614035087719,-0.23196881091617938,22,36,-14,0.5454545454545454,0.8333333333333334,-0.28787878787878796,0
R,R,F,Hard,3,1,2022,ATP Finals,58,56,2,0.8275862068965517,0.6428571428571429,0.1847290640394088,37,32,5,0.8378378378378378,0.5625,0.27533783783783783,1
R,R,QF,Hard,3,1,2022,Team Event,47,20,27,0.5319148936170213,0.45,0.08191489361702126,28,11,17,0.5,0.5454545454545454,-0.045454545454545414,0
R,R,QF,Hard,3,1,2022,Team Event,4,20,-16,0.0,0.7,-0.7,3,10,-7,0.0,0.5,-0.5,1
R,R,QF,Hard,3,1,2022,Team Event,24,16,8,0.5833333333333334,0.4375,0.14583333333333337,16,13,3,0.625,0.5384615384615384,0.08653846153846156,1
R,L,SF,Hard,3,1,2022,Team Event,9,24,-15,0.3333333333333333,0.5416666666666666,-0.20833333333333331,6,20,-14,0.5,0.6,-0.09999999999999998,1
R,R,F,Clay,3,1,2022,Challenger,0,0,0,0.5,0.5,0.0,0,0,0,0.5,0.5,0.0,1
R,R,F,Clay,3,1,2022,Challenger,0,1,-1,0.5,0.0,0.5,0,1,-1,0.5,0.0,0.5,0
R,R,F,Hard,3,1,2022,College / National,21,48,-27,0.6666666666666666,0.5208333333333334,0.14583333333333326,11,29,-18,0.45454545454545453,0.4827586206896552,-0.028213166144200663,0
R,R,RR,Hard,3,1,2023,Team Event,23,101,-78,0.30434782608695654,0.6237623762376238,-0.3194145501506672,16,73,-57,0.3125,0.6438356164383562,-0.3313356164383562,0
R,L,R32,Hard,3,1,2023,ATP 250,8,13,-5,1.0,0.38461538461538464,0.6153846153846154,6,13,-7,1.0,0.38461538461538464,0.6153846153846154,0
L,R,R32,Hard,3,1,2023,ATP 250,4,6,-2,0.5,0.3333333333333333,0.16666666666666669,3,3,0,0.3333333333333333,0.3333333333333333,0.0,0
R,R,R32,Hard,3,1,2023,ATP 250,10,67,-57,0.4,0.6567164179104478,-0.25671641791044775,7,57,-50,0.5714285714285714,0.6666666666666666,-0.09523809523809523,0
R,R,R32,Hard,3,1,2023,ATP 250,19,57,-38,0.3684210526315789,0.6140350877192983,-0.24561403508771934,15,45,-30,0.4666666666666667,0.6444444444444445,-0.1777777777777778,1
R,R,R32,Hard,3,1,2023,ATP 250,3,12,-9,0.3333333333333333,0.5833333333333334,-0.25000000000000006,2,5,-3,0.5,0.2,0.3,0
R,R,RR,Hard,3,1,2023,Team Event,57,37,20,0.631578947368421,0.6486486486486487,-0.017069701280227667,33,19,14,0.5454545454545454,0.5789473684210527,-0.03349282296650724,0
R,R,RR,Hard,3,1,2023,Team Event,102,12,90,0.6274509803921569,0.3333333333333333,0.29411764705882354,74,8,66,0.6486486486486487,0.375,0.2736486486486487,1
R,R,RR,Hard,3,1,2023,Team Event,103,38,65,0.6310679611650486,0.6578947368421053,-0.026826775677056713,75,20,55,0.6533333333333333,0.6,0.053333333333333344,0
R,R,R16,Hard,3,1,2023,ATP 250,68,15,53,0.6617647058823529,0.4666666666666667,0.19509803921568625,58,9,49,0.6724137931034483,0.4444444444444444,0.22796934865900387,1
R,R,R16,Hard,3,1,2023,ATP 250,66,5,61,0.6515151515151515,0.8,-0.14848484848484855,40,4,36,0.65,0.75,-0.09999999999999998,1
R,R,R16,Hard,3,1,2023,ATP 250,1,59,-58,1.0,0.8305084745762712,0.1694915254237288,1,38,-37,1.0,0.8421052631578947,0.1578947368421053,0
R,R,QF,Hard,3,1,2023,ATP 250,67,9,58,0.6567164179104478,0.3333333333333333,0.32338308457711445,41,7,34,0.6585365853658537,0.2857142857142857,0.372822299651568,0
R,R,QF,Hard,3,1,2023,ATP 250,14,69,-55,0.5,0.6666666666666666,-0.16666666666666663,13,59,-46,0.5384615384615384,0.6779661016949152,-0.1395045632333768,0
R,R,SF,Hard,3,1,2023,ATP 250,24,22,2,0.3333333333333333,0.6363636363636364,-0.30303030303030304,18,12,6,0.3888888888888889,0.4166666666666667,-0.02777777777777779,0
R,R,SF,Hard,3,1,2023,ATP 250,3,49,-46,1.0,0.5306122448979592,0.4693877551020408,3,30,-27,1.0,0.5,0.5,1
R,R,F,Hard,3,1,2023,ATP 250,4,23,-19,1.0,0.6521739130434783,0.34782608695652173,4,13,-9,1.0,0.46153846153846156,0.5384615384615384,0
R,R,SF,Hard,3,1,2023,Team Event,104,28,76,0.625,0.5714285714285714,0.0535714285714286,76,23,53,0.6447368421052632,0.5217391304347826,0.12299771167048057,0
R,R,F,Hard,3,1,2023,ATP 250,60,10,50,0.8333333333333334,0.4,0.43333333333333335,39,8,31,0.8461538461538461,0.375,0.47115384615384615,1
R,R,Q1,Hard,3,1,2023,Grand Slam,1,0,1,0.0,0.5,-0.5,1,0,1,0.0,0.5,-0.5,0
L,R,R32,Hard,3,1,2023,ATP 250,3,21,-18,0.3333333333333333,0.47619047619047616,-0.14285714285714285,3,5,-2,0.3333333333333333,0.0,0.3333333333333333,1
R,R,R16,Hard,3,1,2023,ATP 250,58,7,51,0.6206896551724138,0.42857142857142855,0.19211822660098526,34,4,30,0.5294117647058824,0.5,0.02941176470588236,0
R,R,R16,Hard,3,1,2023,Challenger,1,0,1,0.0,0.5,-0.5,1,0,1,0.0,0.5,-0.5,0
R,R,QF,Hard,3,1,2023,ATP 250,22,20,2,0.36363636363636365,0.4,-0.036363636363636376,10,16,-6,0.2,0.5,-0.3,0
R,R,F,Hard,3,1,2023,Challenger,0,0,0,0.5,0.5,0.0,0,0,0,0.5,0.5,0.0,1
R,L,F,Clay,3,1,2023,Challenger,2,1,1,0.5,1.0,-0.5,2,0,2,0.5,0.5,0.0,0
R,R,R128,Hard,5,A,2023,Grand Slam,2,33,-31,0.0,0.48484848484848486,-0.48484848484848486,2,20,-18,0.0,0.6,-0.6,0
R,R,R128,Hard,5,A,2023,Grand Slam,61,2,59,0.6065573770491803,0.5,0.10655737704918034,33,2,31,0.5454545454545454,0.5,0.045454545454545414,1
R,L,R128,Hard,5,A,2023,Grand Slam,13,5,8,0.3076923076923077,0.4,-0.09230769230769231,9,4,5,0.3333333333333333,0.25,0.08333333333333331,0
L,L,R128,Hard,5,A,2023,Grand Slam,31,4,27,0.7096774193548387,0.25,0.45967741935483875,18,3,15,0.6666666666666666,0.3333333333333333,0.3333333333333333,1
R,R,R128,Hard,5,A,2023,Grand Slam,0,68,-68,0.5,0.6470588235294118,-0.1470588235294118,0,42,-42,0.5,0.6428571428571429,-0.1428571428571429,0
R,R,R128,Hard,5,A,2023,Grand Slam,105,10,95,0.6190476190476191,0.4,0.21904761904761905,77,7,70,0.6363636363636364,0.42857142857142855,0.2077922077922078,1
L,R,R128,Hard,3,1,2023,Grand Slam,25,3,22,0.52,0.0,0.52,21,1,20,0.5714285714285714,0.0,0.5714285714285714,1
R,R,R128,Hard,5,A,2023,Grand Slam,70,7,63,0.6714285714285714,0.14285714285714285,0.5285714285714285,60,6,54,0.6833333333333333,0.16666666666666666,0.5166666666666667,1
R,R,R128,Hard,5,A,2023,Grand Slam,10,11,-1,0.3,0.36363636363636365,-0.06363636363636366,3,9,-6,0.0,0.3333333333333333,-0.3333333333333333,0
R,R,R128,Hard,5,A,2023,Grand Slam,13,6,7,0.3076923076923077,0.0,0.3076923076923077,9,5,4,0.4444444444444444,0.0,0.4444444444444444,0
R,L,R128,Hard,5,A,2023,Grand Slam,7,0,7,0.42857142857142855,0.5,-0.07142857142857145,5,0,5,0.4,0.5,-0.09999999999999998,1
R,R,R128,Hard,5,A,2023,Grand Slam,0,21,-21,0.5,0.47619047619047616,0.023809523809523836,0,12,-12,0.5,0.5833333333333334,-0.08333333333333337,0
R,R,R128,Hard,5,A,2023,Grand Slam,18,6,12,0.5555555555555556,0.16666666666666666,0.38888888888888895,12,6,6,0.6666666666666666,0.16666666666666666,0.5,1
R,R,R128,Hard,5,A,2023,Grand Slam,1,17,-16,1.0,0.23529411764705882,0.7647058823529411,0,11,-11,0.5,0.36363636363636365,0.13636363636363635,0
R,R,R128,Hard,5,A,2023,Grand Slam,61,7,54,0.8360655737704918,0.2857142857142857,0.5503512880562061,40,3,37,0.85,0.6666666666666666,0.18333333333333335,1
R,R,R128,Hard,3,A,2023,Grand Slam,3,16,-13,0.0,0.4375,-0.4375,3,10,-7,0.0,0.4,-0.4,1
R,L,R128,Hard,5,A,2023,Grand Slam,23,16,7,0.5217391304347826,0.3125,0.2092391304347826,15,14,1,0.5333333333333333,0.2857142857142857,0.24761904761904763,0
R,R,R128,Hard,5,A,2023,Grand Slam,9,9,0,0.4444444444444444,0.8888888888888888,-0.4444444444444444,4,7,-3,0.5,0.8571428571428571,-0.3571428571428571,0
R,R,R128,Hard,5,A,2023,Grand Slam,59,2,57,0.6101694915254238,0.5,0.11016949152542377,35,2,33,0.5142857142857142,0.5,0.014285714285714235,1
R,R,R128,Hard,5,A,2023,Grand Slam,29,39,-10,0.5862068965517241,0.6666666666666666,-0.08045977011494254,17,21,-4,0.5294117647058824,0.6190476190476191,-0.08963585434173671,1
R,R,R128,Hard,5,A,2023,Grand Slam,58,34,24,0.603448275862069,0.6176470588235294,-0.014198782961460488,46,20,26,0.6304347826086957,0.6,0.0304347826086957,1
R,R,R128,Hard,5,A,2023,Grand Slam,32,2,30,0.71875,0.0,0.71875,17,0,17,0.7647058823529411,0.5,0.2647058823529411,1
R,R,R128,Hard,5,A,2023,Grand Slam,23,24,-1,0.34782608695652173,0.2916666666666667,0.056159420289855044,11,17,-6,0.18181818181818182,0.29411764705882354,-0.11229946524064172,1
R,R,R128,Hard,5,A,2023,Grand Slam,32,25,7,0.5,0.32,0.18,23,19,4,0.4782608695652174,0.3684210526315789,0.10983981693363848,1
R,R,R64,Hard,5,A,2023,Grand Slam,62,0,62,0.6129032258064516,0.5,0.11290322580645162,34,0,34,0.5588235294117647,0.5,0.05882352941176472,1
R,R,R64,Hard,5,A,2023,Grand Slam,12,0,12,0.4166666666666667,0.5,-0.08333333333333331,10,0,10,0.4,0.5,-0.09999999999999998,1
R,R,R64,Hard,5,A,2023,Grand Slam,11,106,-95,0.36363636363636365,0.6226415094339622,-0.2590051457975986,8,78,-70,0.5,0.6410256410256411,-0.14102564102564108,0
L,R,R64,Hard,5,A,2023,Grand Slam,32,7,25,0.71875,0.14285714285714285,0.5758928571428572,19,6,13,0.6842105263157895,0.16666666666666666,0.5175438596491229,0
R,R,R64,Hard,5,A,2023,Grand Slam,1,15,-14,1.0,0.4666666666666667,0.5333333333333333,0,14,-14,0.5,0.5,0.0,0
R,R,R64,Hard,5,A,2023,Grand Slam,69,1,68,0.6521739130434783,1.0,-0.34782608695652173,43,1,42,0.6511627906976745,1.0,-0.34883720930232553,1
R,R,R64,Hard,5,A,2023,Grand Slam,50,24,26,0.52,0.6666666666666666,-0.1466666666666666,31,14,17,0.4838709677419355,0.5,-0.016129032258064502,0
R,R,R64,Hard,5,A,2023,Grand Slam,8,71,-63,0.5,0.676056338028169,-0.176056338028169,6,61,-55,0.5,0.6885245901639344,-0.1885245901639344,0
L,R,R64,Hard,5,A,2023,Grand Slam,17,22,-5,0.35294117647058826,0.5,-0.14705882352941174,15,13,2,0.3333333333333333,0.6153846153846154,-0.2820512820512821,0
R,R,R64,Hard,5,A,2023,Grand Slam,30,6,24,0.6,0.6666666666666666,-0.06666666666666665,18,5,13,0.5555555555555556,0.6,-0.0444444444444444,1
R,R,R64,Hard,5,A,2023,Grand Slam,60,21,39,0.6166666666666667,0.5238095238095238,0.09285714285714286,36,18,18,0.5277777777777778,0.5,0.02777777777777779,0
R,R,R64,Hard,5,A,2023,Grand Slam,16,59,-43,0.4375,0.6101694915254238,-0.17266949152542377,11,47,-36,0.45454545454545453,0.6382978723404256,-0.18375241779497103,0
R,R,R64,Hard,5,A,2023,Grand Slam,25,10,15,0.52,0.9,-0.38,16,8,8,0.4375,0.875,-0.4375,0
R,R,R64,Hard,5,A,2023,Grand Slam,62,1,61,0.8387096774193549,0.0,0.8387096774193549,41,1,40,0.8536585365853658,0.0,0.8536585365853658,1
R,R,R64,Hard,5,A,2023,Grand Slam,29,5,24,0.5862068965517241,0.4,0.18620689655172407,24,5,19,0.5416666666666666,0.4,0.1416666666666666,0
R,R,R32,Hard,5,A,2023,Grand Slam,16,14,2,0.5,0.42857142857142855,0.07142857142857145,15,12,3,0.5333333333333333,0.5,0.033333333333333326,1
R,R,R32,Hard,5,A,2023,Grand Slam,70,9,61,0.6571428571428571,0.4444444444444444,0.21269841269841272,44,6,38,0.6590909090909091,0.3333333333333333,0.32575757575757575,1
R,R,R32,Hard,5,A,2023,Grand Slam,25,63,-38,0.68,0.6190476190476191,0.06095238095238098,15,35,-20,0.5333333333333333,0.5714285714285714,-0.03809523809523807,0
R,R,R32,Hard,5,1,2023,Grand Slam,34,9,25,0.5,0.3333333333333333,0.16666666666666669,21,6,15,0.6190476190476191,0.3333333333333333,0.28571428571428575,1
L,R,R32,Hard,5,A,2023,Grand Slam,22,5,17,0.5,0.4,0.09999999999999998,13,2,11,0.6923076923076923,0.5,0.1923076923076923,0
R,L,R32,Hard,5,A,2023,Grand Slam,107,26,81,0.6261682242990654,0.5384615384615384,0.08770668583752694,79,22,57,0.6455696202531646,0.5909090909090909,0.054660529344073616,1
R,R,R32,Hard,5,A,2023,Grand Slam,72,13,59,0.6805555555555556,0.46153846153846156,0.21901709401709402,62,11,51,0.6935483870967742,0.45454545454545453,0.2390029325513197,0
R,R,R32,Hard,5,A,2023,Grand Slam,33,63,-30,0.5151515151515151,0.8412698412698413,-0.32611832611832614,24,42,-18,0.5,0.8571428571428571,-0.3571428571428571,0
R,R,R32,Hard,5,A,2023,Grand Slam,21,31,-10,0.42857142857142855,0.6129032258064516,-0.18433179723502308,17,19,-2,0.5294117647058824,0.5789473684210527,-0.049535603715170295,1
R,R,R16,Hard,5,A,2023,Grand Slam,108,14,94,0.6296296296296297,0.5,0.12962962962962965,80,12,68,0.65,0.5,0.15000000000000002,0
R,R,R16,Hard,5,A,2023,Grand Slam,71,64,7,0.6619718309859155,0.625,0.0369718309859155,45,36,9,0.6666666666666666,0.5833333333333334,0.08333333333333326,0
R,R,R16,Hard,5,A,2023,Grand Slam,6,35,-29,0.5,0.5142857142857142,-0.014285714285714235,3,22,-19,0.6666666666666666,0.6363636363636364,0.030303030303030276,1
R,R,R16,Hard,5,A,2023,Grand Slam,60,11,49,0.6166666666666667,0.9090909090909091,-0.29242424242424236,48,9,39,0.6458333333333334,0.8888888888888888,-0.24305555555555547,1
R,R,R16,Hard,5,A,2023,Grand Slam,64,23,41,0.84375,0.5217391304347826,0.3220108695652174,43,14,29,0.8604651162790697,0.6428571428571429,0.21760797342192684,1
R,R,R16,Hard,5,A,2023,Grand Slam,22,19,3,0.45454545454545453,0.5789473684210527,-0.12440191387559812,18,13,5,0.5555555555555556,0.6923076923076923,-0.1367521367521367,0
R,R,QF,Hard,5,A,2023,Grand Slam,17,15,2,0.5294117647058824,0.5333333333333333,-0.0039215686274509665,16,13,3,0.5625,0.5384615384615384,0.024038461538461564,1
R,R,QF,Hard,5,A,2023,Grand Slam,65,7,58,0.6307692307692307,0.5714285714285714,0.05934065934065935,37,4,33,0.5945945945945946,0.75,-0.15540540540540537,1
R,R,QF,Hard,5,A,2023,Grand Slam,65,61,4,0.8461538461538461,0.6229508196721312,0.22320302648171497,44,49,-5,0.8636363636363636,0.6530612244897959,0.21057513914656778,1
R,R,SF,Hard,5,A,2023,Grand Slam,66,18,48,0.6363636363636364,0.5555555555555556,0.08080808080808077,38,17,21,0.6052631578947368,0.5882352941176471,0.017027863777089758,1
L,R,F,Hard,3,A,2023,Junior,1,0,1,0.0,0.5,-0.5,1,0,1,0.0,0.5,-0.5,0
R,R,F,Hard,5,A,2023,Grand Slam,66,67,-1,0.8484848484848485,0.6417910447761194,0.20669380370872914,45,39,6,0.8666666666666667,0.6153846153846154,0.2512820512820513,1
L,R,RR,Hard,3,1,2023,Team Event,6,13,-7,0.5,0.6153846153846154,-0.11538461538461542,5,6,-1,0.4,0.3333333333333333,0.06666666666666671,0
R,R,RR,Clay,3,1,2023,Team Event,25,4,21,0.28,0.25,0.030000000000000027,3,0,3,0.3333333333333333,0.5,-0.16666666666666669,0
R,R,RR,Hard,3,1,2023,Team Event,0,26,-26,0.5,0.6538461538461539,-0.15384615384615385,0,16,-16,0.5,0.5,0.0,0
R,R,PO,Hard,3,1,2023,ATP 250,0,0,0,0.5,0.5,0.0,0,0,0,0.5,0.5,0.0,1
R,R,RR,Hard,3,1,2023,Team Event,1,0,1,1.0,0.5,0.5,0,0,0,0.5,0.5,0.0,0
R,R,F,Clay,3,1,2023,ATP 250,22,2,20,0.45454545454545453,0.5,-0.04545454545454547,16,1,15,0.625,1.0,-0.375,1
R,R,F,Hard,3,1,2023,ATP 250,26,72,-46,0.5,0.6527777777777778,-0.1527777777777778,17,46,-29,0.4117647058823529,0.6521739130434783,-0.24040920716112535,0
R,R,R32,Hard,3,1,2023,ATP 500,26,34,-8,0.3076923076923077,0.5,-0.1923076923076923,20,25,-5,0.35,0.48,-0.13,0
R,R,R32,Hard,3,1,2023,ATP 500,24,73,-49,0.375,0.6712328767123288,-0.2962328767123288,12,63,-51,0.25,0.6825396825396826,-0.43253968253968256,0
R,R,R32,Hard,3,1,2023,ATP 500,36,12,24,0.5,0.3333333333333333,0.16666666666666669,23,9,14,0.6086956521739131,0.4444444444444444,0.16425120772946866,1
L,L,R32,Hard,3,1,2023,ATP 500,7,1,6,0.42857142857142855,0.0,0.42857142857142855,5,1,4,0.4,0.0,0.4,1
R,R,R32,Hard,3,1,2023,ATP 500,109,23,86,0.6238532110091743,0.43478260869565216,0.18907060231352218,81,19,62,0.6419753086419753,0.5263157894736842,0.11565951916829109,1
L,R,R32,Clay,3,1,2023,ATP 250,7,35,-28,0.42857142857142855,0.6,-0.17142857142857143,1,14,-13,1.0,0.6428571428571429,0.3571428571428571,0
R,R,R16,Clay,3,1,2023,ATP 250,8,52,-44,0.5,0.7115384615384616,-0.21153846153846156,2,19,-17,0.5,0.7368421052631579,-0.23684210526315785,0
